store_id,store_name,region,sku,upc,department,subcategory,cost,retail,on_hand_start,received_units,sold_units,adjustments,on_hand_end,shrink_units,shrink_cost,shrink_type,shrink_reason_detail,date,week_number,shrink_rate,zero_sale_shrink,shrink_greater_than_sales,negative_sales_or_shrink
S003,Real Canadian - North,Ontario,SKU0042,452246718600,Frozen,Frozen Meals,0.61,1.04,7.00,16.00,3.00,-1.00,19.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0384,439672200745,Grocery,Cereal,43.87,108.86,29.00,20.00,20.00,0.00,29.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0050,488784233468,Frozen,Frozen Meals,15.35,24.73,36.00,19.00,13.00,0.00,42.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0397,488191355766,Frozen,Ice Cream,18.28,28.15,66.00,17.00,52.00,0.00,31.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0020,477185193913,Health & Beauty,Baby Formula,43.11,52.38,53.00,22.00,21.00,0.00,54.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0199,435108120110,Grocery,Canned,3.09,6.69,69.00,27.00,16.00,0.00,79.00,1.00,3.09,None,None,10/6/2025,6,6.25%,0,0,0
S003,Real Canadian - North,Ontario,SKU0280,405382941646,General Merchandise,Cleaning,37.79,54.74,5.00,11.00,3.00,0.00,13.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0275,447534806343,Dairy,Milk,12.44,25.55,58.00,20.00,25.00,0.00,52.00,1.00,12.44,Spoilage,Past sell-by,9/22/2025,4,4.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0132,411426451858,Bakery,Cakes,8.27,11.79,14.00,19.00,7.00,0.00,23.00,3.00,24.81,Spoilage,Damaged,11/10/2025,11,42.86%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0185,481711858670,Bakery,Deli Bread,44.27,85.43,81.00,23.00,52.00,-1.00,43.00,8.00,354.16,Spoilage,Damaged,11/10/2025,11,15.38%,0,0,0
S003,Real Canadian - North,Ontario,SKU0328,404489543732,General Merchandise,Kitchenware,7.28,11.89,37.00,14.00,5.00,0.00,46.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0102,434143322405,Produce,Bananas,10.37,12.72,35.00,19.00,19.00,0.00,33.00,2.00,20.74,Spoilage,Temperature breach,9/15/2025,3,10.53%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0002,458370720873,Meat,Beef,2.07,2.74,38.00,15.00,5.00,0.00,46.00,2.00,4.14,Spoilage,Temperature breach,10/20/2025,8,40.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0170,442525370668,Produce,Tomatoes,34.04,47.84,134.00,24.00,67.00,0.00,76.00,15.00,510.6,Spoilage,Expired,9/22/2025,4,22.39%,0,0,0
S002,Fortinos - West,Ontario,SKU0386,458749784440,Seafood,Smoked Seafood,28.01,35.32,38.00,32.00,5.00,0.00,61.00,4.00,112.04,Process Error,Counting error,9/8/2025,2,80.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0079,462026998628,Grocery,Beverages,33.94,63.28,28.00,23.00,12.00,0.00,39.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0259,441959419085,Health & Beauty,Razors,39.02,72.33,81.00,19.00,49.00,0.00,51.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0253,469153873002,Meat,Chicken,38.66,88.36,118.00,17.00,36.00,0.00,98.00,1.00,38.66,Theft,Shoplifting,9/8/2025,2,2.78%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0367,476574001502,Meat,Beef,45.19,66.1,30.00,22.00,9.00,0.00,42.00,1.00,45.19,Process Error,Receiving error,11/3/2025,10,11.11%,0,0,0
S002,Fortinos - West,Ontario,SKU0164,411797271712,Dairy,Cheese,21.98,29.19,25.00,13.00,8.00,0.00,30.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0373,406322497674,Produce,Bananas,14.71,21.09,45.00,20.00,21.00,0.00,41.00,3.00,44.13,Spoilage,Damaged,11/10/2025,11,14.29%,0,0,0
S003,Real Canadian - North,Ontario,SKU0343,439283815829,General Merchandise,Cleaning,2.58,6.3,41.00,14.00,21.00,0.00,34.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0207,489562062829,Meat,Beef,32.72,71.97,97.00,11.00,39.00,0.00,67.00,2.00,65.44,Process Error,Scan error,11/17/2025,12,5.13%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0213,482839737518,Frozen,Frozen Vegetables,15.97,21.31,32.00,14.00,11.00,1.00,36.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0204,412452255945,Health & Beauty,Toiletries,16.44,22.9,24.00,21.00,12.00,0.00,33.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0359,445000322710,Seafood,Fresh Fish,46.82,56.6,47.00,27.00,25.00,0.00,45.00,4.00,187.28,Spoilage,Temperature breach,11/17/2025,12,16.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0126,434580399705,Health & Beauty,Baby Formula,47.08,85.73,61.00,22.00,27.00,0.00,56.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0229,458583962377,Frozen,Frozen Vegetables,14.83,25.6,38.00,23.00,12.00,0.00,49.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0006,451937947921,Grocery,Canned,5.29,12.18,111.00,27.00,38.00,0.00,100.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0370,479271345838,General Merchandise,Cleaning,3.36,6.05,52.00,16.00,24.00,0.00,44.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0067,464074263026,Health & Beauty,Cosmetics,17.81,40.37,41.00,12.00,21.00,2.00,34.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0360,440070435559,Frozen,Frozen Meals,29.33,57.04,39.00,23.00,11.00,0.00,51.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0290,409132088418,Health & Beauty,Toiletries,12.18,24.83,29.00,21.00,11.00,0.00,39.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0217,401507634128,Dairy,Yogurt,9.48,13.14,31.00,14.00,15.00,0.00,29.00,1.00,9.48,Theft,Employee theft,10/13/2025,7,6.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0380,493670995528,Meat,Beef,21.25,46.66,7.00,27.00,0.00,0.00,34.00,0.00,0,None,None,9/29/2025,5,Zero Sales,0,0,0
S003,Real Canadian - North,Ontario,SKU0101,451333104219,Produce,Citrus,11.6,14.95,24.00,19.00,2.00,0.00,38.00,3.00,34.8,Spoilage,Expired,10/6/2025,6,150.00%,0,1,0
S002,Fortinos - West,Ontario,SKU0172,442285258394,Dairy,Butter,10.36,17.61,47.00,19.00,28.00,-1.00,36.00,1.00,10.36,Process Error,Scan error,11/3/2025,10,3.57%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0400,434429402313,Bakery,Pastries,27.89,54.64,62.00,25.00,35.00,0.00,44.00,8.00,223.12,Spoilage,Past sell-by,11/3/2025,10,22.86%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0395,467664335300,Bakery,Bread,45.76,96.29,83.00,19.00,33.00,0.00,62.00,7.00,320.32,Spoilage,Expired,10/6/2025,6,21.21%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0158,408438856718,Seafood,Shellfish,6.75,16.57,93.00,20.00,6.00,0.00,101.00,6.00,40.5,Spoilage,Expired,10/13/2025,7,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0068,490295951195,Bakery,Pastries,10.06,16.37,27.00,23.00,12.00,-1.00,31.00,6.00,60.36,Spoilage,Temperature breach,9/8/2025,2,50.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0142,438294241024,General Merchandise,Cleaning,9.48,18.59,16.00,18.00,1.00,-2.00,31.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0074,457398894166,General Merchandise,Batteries,3.96,8.17,5.00,15.00,0.00,0.00,20.00,0.00,0,None,None,9/15/2025,3,Zero Sales,0,0,0
S003,Real Canadian - North,Ontario,SKU0350,444183381016,Health & Beauty,Cosmetics,14.63,18.68,82.00,23.00,41.00,0.00,64.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0399,444541838485,Grocery,Snacks,20.99,40.54,5.00,28.00,2.00,0.00,31.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0022,437450743307,Seafood,Shellfish,48.61,106.48,76.00,17.00,15.00,-1.00,74.00,3.00,145.83,Theft,Customer theft,9/1/2025,1,20.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0334,466930722835,Bakery,Bread,8.94,18.04,79.00,17.00,43.00,0.00,41.00,12.00,107.28,Vendor Shortage,Invoice mismatch,11/10/2025,11,27.91%,0,0,0
S002,Fortinos - West,Ontario,SKU0076,496217577014,Frozen,Ice Cream,15.13,20.66,58.00,27.00,30.00,0.00,55.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0307,434698439081,Bakery,Cakes,10.22,24.97,74.00,23.00,16.00,0.00,68.00,13.00,132.86,Process Error,Receiving error,10/13/2025,7,81.25%,0,0,0
S003,Real Canadian - North,Ontario,SKU0019,458757219412,Seafood,Smoked Seafood,30.02,51.04,61.00,20.00,24.00,0.00,54.00,3.00,90.06,Process Error,Mislabeling,9/15/2025,3,12.50%,0,0,0
S003,Real Canadian - North,Ontario,SKU0086,432458810745,Health & Beauty,Toiletries,45.91,62.34,76.00,23.00,25.00,0.00,74.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0275,447534806343,Dairy,Milk,12.44,25.55,75.00,17.00,12.00,-1.00,78.00,1.00,12.44,Spoilage,Temperature breach,10/13/2025,7,8.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0281,489617921191,Grocery,Canned,16.93,23.06,37.00,24.00,15.00,0.00,46.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0096,457006823094,Health & Beauty,Cosmetics,24.54,41.85,74.00,17.00,16.00,0.00,75.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0035,467794424223,Health & Beauty,Cosmetics,40.47,58.58,60.00,21.00,17.00,0.00,64.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0045,446162203547,General Merchandise,Kitchenware,3.33,6.52,47.00,14.00,11.00,0.00,50.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0349,487647000122,General Merchandise,Batteries,46.78,109.55,49.00,19.00,4.00,0.00,64.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0276,404867957151,Meat,Chicken,17.94,29.42,65.00,25.00,40.00,0.00,49.00,1.00,17.94,Process Error,Counting error,10/6/2025,6,2.50%,0,0,0
S003,Real Canadian - North,Ontario,SKU0262,409814270928,Meat,Beef,38.27,59.5,56.00,12.00,24.00,0.00,43.00,1.00,38.27,Spoilage,Past sell-by,9/29/2025,5,4.17%,0,0,0
S002,Fortinos - West,Ontario,SKU0258,429356588487,Bakery,Pastries,18.71,45.49,49.00,23.00,11.00,0.00,54.00,7.00,130.97,Theft,Organized retail crime,9/29/2025,5,63.64%,0,0,0
S003,Real Canadian - North,Ontario,SKU0104,437363917552,Bakery,Deli Bread,38.46,54.54,38.00,23.00,16.00,-2.00,38.00,5.00,192.3,Spoilage,Expired,9/29/2025,5,31.25%,0,0,0
S002,Fortinos - West,Ontario,SKU0275,447534806343,Dairy,Milk,12.44,25.55,55.00,24.00,30.00,0.00,48.00,1.00,12.44,Process Error,Counting error,9/15/2025,3,3.33%,0,0,0
S002,Fortinos - West,Ontario,SKU0293,444659216180,General Merchandise,Seasonal,32.65,49.77,21.00,15.00,9.00,0.00,27.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0117,431328503269,Produce,Bananas,20.52,31.11,77.00,21.00,13.00,0.00,81.00,4.00,82.08,Spoilage,Temperature breach,9/29/2025,5,30.77%,0,0,0
S003,Real Canadian - North,Ontario,SKU0161,497166159255,Dairy,Yogurt,20.18,26.32,9.00,18.00,4.00,0.00,23.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0276,404867957151,Meat,Chicken,17.94,29.42,71.00,17.00,20.00,0.00,65.00,3.00,53.82,Process Error,Scan error,11/10/2025,11,15.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0050,488784233468,Frozen,Frozen Meals,15.35,24.73,57.00,30.00,8.00,0.00,79.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0321,478233449574,Health & Beauty,Cosmetics,17.97,22.74,27.00,23.00,17.00,0.00,33.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0237,460777899235,Grocery,Cereal,3.88,6.89,5.00,21.00,4.00,2.00,24.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0030,488784219449,Bakery,Cakes,18.98,44.97,56.00,22.00,16.00,0.00,56.00,6.00,113.88,Spoilage,Expired,11/10/2025,11,37.50%,0,0,0
S003,Real Canadian - North,Ontario,SKU0028,467258117644,Seafood,Fresh Fish,47.37,67.01,45.00,15.00,19.00,0.00,38.00,3.00,142.11,Process Error,Receiving error,9/22/2025,4,15.79%,0,0,0
S002,Fortinos - West,Ontario,SKU0123,401298229437,Grocery,Snacks,35.55,48.51,21.00,16.00,13.00,0.00,24.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0326,417072850692,Meat,Pork,20,44.67,46.00,20.00,11.00,0.00,53.00,2.00,40,Vendor Shortage,Short delivery,11/10/2025,11,18.18%,0,0,0
S003,Real Canadian - North,Ontario,SKU0340,435418530000,Dairy,Butter,28.13,41.98,42.00,18.00,20.00,0.00,40.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0246,414300912921,Grocery,Canned,28.12,47.88,39.00,29.00,20.00,0.00,48.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0319,424752417836,Grocery,Snacks,25.16,47.03,17.00,18.00,3.00,-1.00,31.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0241,488354592695,Produce,Tomatoes,9.82,19.51,7.00,19.00,0.00,0.00,24.00,2.00,19.64,Spoilage,Temperature breach,10/27/2025,9,Zero Sales,1,1,0
S003,Real Canadian - North,Ontario,SKU0319,424752417836,Grocery,Snacks,25.16,47.03,50.00,30.00,8.00,0.00,72.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0032,432592102130,General Merchandise,Batteries,0.86,1.82,19.00,17.00,8.00,0.00,28.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0183,415189462425,Produce,Leafy Greens,23.01,47.74,70.00,22.00,8.00,0.00,75.00,9.00,207.09,Spoilage,Temperature breach,11/3/2025,10,112.50%,0,1,0
S001,Loblaws - Midtown,Ontario,SKU0058,442964901582,Dairy,Milk,38.67,78.43,60.00,17.00,17.00,0.00,59.00,1.00,38.67,Process Error,Mislabeling,11/10/2025,11,5.88%,0,0,0
S002,Fortinos - West,Ontario,SKU0355,436369872286,Seafood,Smoked Seafood,10.04,13.52,56.00,21.00,31.00,0.00,43.00,3.00,30.12,Process Error,Scan error,9/1/2025,1,9.68%,0,0,0
S003,Real Canadian - North,Ontario,SKU0244,470970334045,Health & Beauty,Razors,30.69,51.35,5.00,16.00,3.00,0.00,18.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0128,480793240013,Seafood,Fresh Fish,47.48,62.23,37.00,10.00,23.00,0.00,23.00,1.00,47.48,Spoilage,Past sell-by,11/10/2025,11,4.35%,0,0,0
S003,Real Canadian - North,Ontario,SKU0264,403996346509,Health & Beauty,Baby Formula,21.04,36.09,60.00,22.00,6.00,0.00,76.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0003,428180332966,Bakery,Bread,35.94,75.9,63.00,22.00,40.00,0.00,36.00,9.00,323.46,Spoilage,Damaged,10/13/2025,7,22.50%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0289,404092199300,General Merchandise,Batteries,7.57,15.06,74.00,19.00,19.00,0.00,74.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0313,410537891829,Frozen,Ice Cream,34.59,48.62,88.00,18.00,39.00,0.00,66.00,1.00,34.59,Process Error,Mislabeling,10/6/2025,6,2.56%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0297,491566932233,Seafood,Smoked Seafood,17.7,22.73,66.00,20.00,48.00,0.00,36.00,2.00,35.4,Spoilage,Temperature breach,11/3/2025,10,4.17%,0,0,0
S003,Real Canadian - North,Ontario,SKU0029,429911710912,General Merchandise,Cleaning,46.48,101.41,88.00,24.00,30.00,0.00,82.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0147,406069852114,General Merchandise,Cleaning,9.79,16.35,20.00,22.00,1.00,0.00,41.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0383,469321354455,Bakery,Bread,49.68,74.74,62.00,21.00,29.00,0.00,43.00,11.00,546.48,Theft,Employee theft,11/10/2025,11,37.93%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0374,449050081052,Seafood,Smoked Seafood,49.65,84.27,82.00,17.00,32.00,0.00,63.00,4.00,198.6,Spoilage,Past sell-by,9/22/2025,4,12.50%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0015,467239597077,Grocery,Snacks,20.08,47.97,63.00,13.00,21.00,0.00,55.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0339,476931987464,Seafood,Shellfish,17.45,28.98,5.00,23.00,3.00,0.00,24.00,1.00,17.45,Spoilage,Expired,10/20/2025,8,33.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0188,449193025350,Seafood,Shellfish,33.69,72.98,99.00,22.00,32.00,0.00,83.00,6.00,202.14,Process Error,Counting error,10/27/2025,9,18.75%,0,0,0
S003,Real Canadian - North,Ontario,SKU0132,411426451858,Bakery,Cakes,8.27,11.79,73.00,12.00,9.00,0.00,69.00,7.00,57.89,Spoilage,Temperature breach,9/8/2025,2,77.78%,0,0,0
S002,Fortinos - West,Ontario,SKU0241,488354592695,Produce,Tomatoes,9.82,19.51,87.00,17.00,26.00,0.00,70.00,8.00,78.56,Process Error,Receiving error,9/8/2025,2,30.77%,0,0,0
S002,Fortinos - West,Ontario,SKU0277,467411183547,Seafood,Smoked Seafood,31.77,71.64,81.00,19.00,32.00,0.00,65.00,3.00,95.31,Spoilage,Damaged,10/6/2025,6,9.38%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0071,405435136645,Seafood,Smoked Seafood,5.87,10.36,64.00,16.00,19.00,-1.00,55.00,5.00,29.35,Theft,Shoplifting,10/6/2025,6,26.32%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0367,476574001502,Meat,Beef,45.19,66.1,20.00,18.00,9.00,0.00,28.00,1.00,45.19,Spoilage,Expired,11/17/2025,12,11.11%,0,0,0
S003,Real Canadian - North,Ontario,SKU0033,410009114172,Produce,Apples,25.95,40.53,45.00,22.00,22.00,0.00,39.00,6.00,155.7,Spoilage,Temperature breach,9/15/2025,3,27.27%,0,0,0
S003,Real Canadian - North,Ontario,SKU0281,489617921191,Grocery,Canned,16.93,23.06,47.00,13.00,5.00,0.00,55.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0207,489562062829,Meat,Beef,32.72,71.97,21.00,23.00,1.00,0.00,42.00,1.00,32.72,Theft,Organized retail crime,9/8/2025,2,100.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0326,417072850692,Meat,Pork,20,44.67,14.00,17.00,5.00,0.00,25.00,1.00,20,Process Error,Mislabeling,9/8/2025,2,20.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0376,450939543000,Seafood,Smoked Seafood,6.37,15.87,57.00,16.00,10.00,0.00,61.00,2.00,12.74,Process Error,Receiving error,11/17/2025,12,20.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0302,498782508534,Dairy,Butter,36.08,67.95,118.00,18.00,22.00,0.00,111.00,3.00,108.24,Spoilage,Expired,9/29/2025,5,13.64%,0,0,0
S002,Fortinos - West,Ontario,SKU0107,484543248820,Bakery,Bread,40.37,90.23,47.00,23.00,9.00,0.00,56.00,5.00,201.85,Spoilage,Temperature breach,9/1/2025,1,55.56%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0326,417072850692,Meat,Pork,20,44.67,5.00,15.00,2.00,0.00,17.00,1.00,20,Process Error,Receiving error,11/10/2025,11,50.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0210,410626899666,Grocery,Snacks,5.02,6.58,23.00,20.00,13.00,0.00,30.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0214,490858874250,General Merchandise,Batteries,24.37,56.09,46.00,19.00,9.00,0.00,56.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0324,475463785039,Frozen,Frozen Meals,10.14,19.46,62.00,19.00,24.00,0.00,57.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0220,484042174382,Dairy,Yogurt,4.71,5.97,24.00,14.00,13.00,0.00,25.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0018,410709568991,Seafood,Smoked Seafood,37.91,87.93,49.00,21.00,14.00,0.00,53.00,3.00,113.73,Theft,Customer theft,9/29/2025,5,21.43%,0,0,0
S002,Fortinos - West,Ontario,SKU0192,451799668213,General Merchandise,Seasonal,14.16,34.81,55.00,18.00,20.00,0.00,53.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0232,431522969523,General Merchandise,Kitchenware,16.99,24.1,19.00,22.00,6.00,0.00,35.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0060,498282193584,Produce,Bananas,45.24,86.38,48.00,23.00,21.00,0.00,43.00,7.00,316.68,Process Error,Receiving error,9/22/2025,4,33.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0289,404092199300,General Merchandise,Batteries,7.57,15.06,97.00,22.00,32.00,0.00,87.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0132,411426451858,Bakery,Cakes,8.27,11.79,44.00,11.00,30.00,0.00,19.00,6.00,49.62,Process Error,Receiving error,9/15/2025,3,20.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0104,437363917552,Bakery,Deli Bread,38.46,54.54,5.00,9.00,1.00,0.00,12.00,1.00,38.46,Spoilage,Expired,9/8/2025,2,100.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0259,441959419085,Health & Beauty,Razors,39.02,72.33,121.00,21.00,53.00,0.00,88.00,1.00,39.02,Vendor Shortage,Vendor mis-ship,10/13/2025,7,1.89%,0,0,0
S002,Fortinos - West,Ontario,SKU0067,464074263026,Health & Beauty,Cosmetics,17.81,40.37,92.00,15.00,30.00,0.00,77.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0008,441025702129,Frozen,Frozen Meals,41.56,83.29,63.00,15.00,28.00,0.00,49.00,1.00,41.56,Theft,Organized retail crime,9/8/2025,2,3.57%,0,0,0
S003,Real Canadian - North,Ontario,SKU0140,408701023473,Grocery,Cereal,11.83,24.57,29.00,30.00,6.00,0.00,53.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0125,403748302739,Health & Beauty,Toiletries,28.92,52.35,111.00,17.00,64.00,0.00,64.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0011,447943234281,Health & Beauty,Baby Formula,18.09,37.47,53.00,22.00,14.00,0.00,61.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0087,471586701249,Seafood,Shellfish,49.4,97.52,56.00,20.00,24.00,0.00,50.00,2.00,98.8,Process Error,Counting error,9/1/2025,1,8.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0337,407419135523,Bakery,Deli Bread,35.44,66.42,44.00,24.00,4.00,0.00,56.00,8.00,283.52,Process Error,Receiving error,11/10/2025,11,200.00%,0,1,0
S001,Loblaws - Midtown,Ontario,SKU0160,489639974537,Seafood,Shellfish,48.51,62.93,52.00,15.00,25.00,0.00,40.00,2.00,97.02,Spoilage,Expired,10/27/2025,9,8.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0059,463313104671,Dairy,Cheese,27.81,48.83,73.00,17.00,13.00,0.00,76.00,1.00,27.81,Theft,Employee theft,9/22/2025,4,7.69%,0,0,0
S002,Fortinos - West,Ontario,SKU0212,415762586969,General Merchandise,Seasonal,20.84,48.68,29.00,25.00,6.00,0.00,48.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0237,460777899235,Grocery,Cereal,3.88,6.89,74.00,21.00,15.00,0.00,80.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0356,487870368553,Seafood,Smoked Seafood,13.23,19.08,17.00,22.00,3.00,0.00,34.00,2.00,26.46,Theft,Organized retail crime,10/13/2025,7,66.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0225,439752153596,Produce,Apples,16.74,20.26,94.00,19.00,23.00,0.00,85.00,5.00,83.7,Spoilage,Damaged,11/10/2025,11,21.74%,0,0,0
